# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 33K of event 'branch-instructions'
# Event count (approx.): 4576285169
#
# Overhead  Command  Shared Object               Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  .......  ..........................  ..................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.02%  test     libjpeg.so.8.2.2            [.] 0x0000000000028bd6
     0.02%  test     libjpeg.so.8.2.2            [.] 0x0000000000027910
     0.02%  test     libjpeg.so.8.2.2            [.] 0x0000000000027960
     0.02%  test     libjpeg.so.8.2.2            [.] 0x00000000000270af
     0.02%  test     libjpeg.so.8.2.2            [.] 0x0000000000027167
     0.02%  test     [kernel.kallsyms]           [k] find_lock_entries
     0.02%  test     libjpeg.so.8.2.2            [.] 0x0000000000027c0a
     0.02%  test     libjpeg.so.8.2.2            [.] 0x0000000000007da4
     0.02%  test     [kernel.kallsyms]           [k] refill_obj_stock
     0.02%  test     libjpeg.so.8.2.2            [.] 0x0000000000048e3f
     0.02%  test     libjpeg.so.8.2.2            [.] 0x00000000000278df
     0.02%  test     [kernel.kallsyms]           [k] folio_unlock
     0.02%  test     libjpeg.so.8.2.2            [.] 0x000000000002713a
     0.02%  test     [kernel.kallsyms]           [k] copy_page_from_iter_atomic
     0.02%  test     libjpeg.so.8.2.2            [.] 0x000000000004c2b3
     0.02%  test     libjpeg.so.8.2.2            [.] 0x0000000000027920
     0.02%  test     libjpeg.so.8.2.2            [.] 0x000000000004c323
     0.02%  test     libjpeg.so.8.2.2            [.] 0x00000000000277fe
     0.02%  test     libjpeg.so.8.2.2            [.] 0x000000000003d7fe
     0.02%  test     [kernel.kallsyms]           [k] pick_next_task_fair
     0.02%  test     [kernel.kallsyms]           [k] folio_create_empty_buffers
     0.02%  test     libjpeg.so.8.2.2            [.] 0x000000000002712a
     0.02%  test     libjpeg.so.8.2.2            [.] 0x000000000004c26e
     0.02%  test     libjpeg.so.8.2.2            [.] 0x000000000002781c
     0.02%  test     libjpeg.so.8.2.2            [.] 0x00000000000372f0
     0.02%  test     libjpeg.so.8.2.2            [.] 0x0000000000027a2e
     0.02%  test     libjpeg.so.8.2.2            [.] 0x000000000004c7db
     0.02%  test     libopencv_imgproc.so.4.9.0  [.] cv::hal::resize(int, unsigned char const*, unsigned long, int, int, unsigned char*, unsigned long, int, int, double, double, int)
     0.02%  test     [kernel.kallsyms]           [k] errseq_check
     0.02%  test     libjpeg.so.8.2.2            [.] 0x000000000004c3cb
     0.02%  test     [kernel.kallsyms]           [k] xas_descend
     0.02%  test     libjpeg.so.8.2.2            [.] 0x000000000003d63d
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000015564
     0.01%  test     libjpeg.so.8.2.2            [.] 0x00000000000271f8
     0.01%  test     libjpeg.so.8.2.2            [.] 0x00000000000270e6
     0.01%  test     libjpeg.so.8.2.2            [.] 0x00000000000271ca
     0.01%  test     [kernel.kallsyms]           [k] ext4_inode_csum
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000027a53
     0.01%  test     libm.so.6                   [.] __sqrtf_finite@GLIBC_2.15
     0.01%  test     [kernel.kallsyms]           [k] __cond_resched
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000003d645
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000027410
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c6e4
     0.01%  test     [kernel.kallsyms]           [k] __mark_inode_dirty
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c704
     0.01%  test     [kernel.kallsyms]           [k] __folio_throttle_swaprate
     0.01%  test     [kernel.kallsyms]           [k] jbd2_write_access_granted
     0.01%  test     [kernel.kallsyms]           [k] mpage_process_folio
     0.01%  test     [kernel.kallsyms]           [k] ttwu_queue_wakelist
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004bf0f
     0.01%  test     [kernel.kallsyms]           [k] ext4_dirty_inode
     0.01%  test     [kernel.kallsyms]           [k] mod_objcg_state
     0.01%  test     [kernel.kallsyms]           [k] _raw_write_lock
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c449
     0.01%  test     [kernel.kallsyms]           [k] sg_next
     0.01%  test     [kernel.kallsyms]           [k] cache_from_obj
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000003d637
     0.01%  test     [kernel.kallsyms]           [k] __wake_up_common_lock
     0.01%  test     [kernel.kallsyms]           [k] __ext4_get_inode_loc
     0.01%  test     libjpeg.so.8.2.2            [.] 0x00000000000155ca
     0.01%  test     [kernel.kallsyms]           [k] __ext4_handle_dirty_metadata
     0.01%  test     libjpeg.so.8.2.2            [.] 0x00000000000276de
     0.01%  test     [kernel.kallsyms]           [k] __x64_sys_futex
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000007de3
     0.01%  test     [kernel.kallsyms]           [k] crc32c_pcl_intel_update
     0.01%  test     [kernel.kallsyms]           [k] ksys_write
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000015621
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000007d3f
     0.01%  test     libjpeg.so.8.2.2            [.] 0x00000000000155b3
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c6f6
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c7ee
     0.01%  test     libjpeg.so.8.2.2            [.] 0x00000000000272a1
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000003d671
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004bf07
     0.01%  test     [kernel.kallsyms]           [k] ext4_mark_iloc_dirty
     0.01%  test     [kernel.kallsyms]           [k] consume_obj_stock
     0.01%  test     [kernel.kallsyms]           [k] rb_next
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000048ea2
     0.01%  test     [nvme]                      [k] nvme_pci_setup_prps
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c4ca
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000028891
     0.01%  test     [kernel.kallsyms]           [k] folio_alloc
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000048e5e
     0.01%  test     [kernel.kallsyms]           [k] kmalloc_slab
     0.01%  test     libjpeg.so.8.2.2            [.] 0x00000000000277ec
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000008dec
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000008e17
     0.01%  test     [kernel.kallsyms]           [k] __update_load_avg_cfs_rq
     0.01%  test     [kernel.kallsyms]           [k] folio_clear_dirty_for_io
     0.01%  test     [kernel.kallsyms]           [k] xas_create
     0.01%  test     [kernel.kallsyms]           [k] ext4_es_can_be_merged.isra.0
     0.01%  test     [kernel.kallsyms]           [k] apparmor_file_permission
     0.01%  test     [kernel.kallsyms]           [k] x64_sys_call
     0.01%  test     [kernel.kallsyms]           [k] lockref_get_not_zero
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000003d533
     0.01%  test     [kernel.kallsyms]           [k] node_dirty_ok
     0.01%  test     libjpeg.so.8.2.2            [.] 0x00000000000271d0
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000006143
     0.01%  test     [kernel.kallsyms]           [k] perf_adjust_freq_unthr_context
     0.01%  test     libc.so.6                   [.] _IO_do_write@@GLIBC_2.2.5
     0.01%  test     [kernel.kallsyms]           [k] alloc_pages
     0.01%  test     [kernel.kallsyms]           [k] error_return
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000002792b
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c32b
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000003d6ad
     0.01%  test     libc.so.6                   [.] _IO_fwrite
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000028bad
     0.01%  test     test                        [.] std::sqrt(float)
     0.01%  test     [kernel.kallsyms]           [k] bio_split_rw
     0.01%  test     [kernel.kallsyms]           [k] page_copy_sane
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000027a98
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000003d6ba
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000020662
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c295
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000028ba8
     0.01%  test     [nvidia]                    [k] _nv011241rm
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000027928
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000026d4e
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000003d594
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000007d4c
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000003d6b2
     0.01%  test     libjpeg.so.8.2.2            [.] 0x00000000000271d3
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c2a6
     0.01%  test     [kernel.kallsyms]           [k] __calc_delta
     0.01%  test     libjpeg.so.8.2.2            [.] 0x00000000000276e6
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000027212
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000027438
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000027912
     0.01%  test     libjpeg.so.8.2.2            [.] 0x00000000000277d9
     0.01%  test     [kernel.kallsyms]           [k] psi_task_switch
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000002791d
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000003d4f8
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000027988
     0.01%  test     [kernel.kallsyms]           [k] mutex_lock
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c7f8
     0.01%  test     libjpeg.so.8.2.2            [.] 0x00000000000271bb
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000002718a
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c498
     0.01%  test     libc.so.6                   [.] __memset_evex_unaligned_erms
     0.01%  test     libjpeg.so.8.2.2            [.] 0x00000000000278c1
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c4fa
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000027157
     0.01%  test     libjpeg.so.8.2.2            [.] 0x00000000000277f6
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000002727a
     0.01%  test     [kernel.kallsyms]           [k] ext4_file_read_iter
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000003d713
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000027121
     0.01%  test     [kernel.kallsyms]           [k] irqentry_exit
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000002797b
     0.01%  test     libjpeg.so.8.2.2            [.] 0x00000000000271e3
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000003d4b5
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c33f
     0.01%  test     [kernel.kallsyms]           [k] native_sched_clock
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000003d8c1
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000003d8c0
     0.01%  test     libjpeg.so.8.2.2            [.] 0x00000000000270c9
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c319
     0.01%  test     libm.so.6                   [.] __sqrtf
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004be51
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c433
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000003d559
     0.01%  test     libjpeg.so.8.2.2            [.] 0x00000000000273e0
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c3bf
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000048e7f
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000048df3
     0.01%  test     [kernel.kallsyms]           [k] amd_clear_divider
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000048e59
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000027971
     0.01%  test     libopencv_core.so.4.9.0     [.] icv_k0_ownsCopy_8u_nt
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c47a
     0.01%  test     ld-linux-x86-64.so.2        [.] strcmp
     0.01%  test     [kernel.kallsyms]           [k] __slab_free
     0.01%  test     [kernel.kallsyms]           [k] update_curr
     0.01%  test     libc.so.6                   [.] malloc
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000027a59
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c1bb
     0.01%  test     libz.so.1.2.11              [.] 0x0000000000002d3f
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c441
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000027136
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000048e3b
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000002709f
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000027142
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000027130
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c518
     0.01%  test     libjpeg.so.8.2.2            [.] 0x00000000000272b1
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c513
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c4ac
     0.01%  test     libtbb.so.12.12             [.] tbb::detail::r1::task_dispatcher::steal_or_get_critical(tbb::detail::r1::execution_data_ext&, tbb::detail::r1::arena&, unsigned int, tbb::detail::r1::FastRandom&, long, bool)
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c1df
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000003d609
     0.01%  test     libjpeg.so.8.2.2            [.] 0x00000000000156a9
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000048e50
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000020ebb
     0.01%  test     [kernel.kallsyms]           [k] pfn_pte
     0.01%  test     [kernel.kallsyms]           [k] entry_SYSCALL_64
     0.01%  test     [kernel.kallsyms]           [k] exc_page_fault
     0.01%  test     [kernel.kallsyms]           [k] mod_lruvec_page_state
     0.01%  test     [kernel.kallsyms]           [k] xas_find_marked
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004be9b
     0.01%  test     [kernel.kallsyms]           [k] __mem_cgroup_threshold
     0.01%  test     [kernel.kallsyms]           [k] update_sg_lb_stats
     0.01%  test     [kernel.kallsyms]           [k] try_to_wake_up
     0.01%  test     [kernel.kallsyms]           [k] mpage_submit_folio
     0.01%  test     [kernel.kallsyms]           [k] __schedule
     0.01%  test     [kernel.kallsyms]           [k] bvec_try_merge_page
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000020725
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004bead
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000006110
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000008e50
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004bec3
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000015f6b
     0.01%  test     libjpeg.so.8.2.2            [.] 0x0000000000028fa0
     0.01%  test     [kernel.kallsyms]           [k] xas_start
     0.01%  test     [kernel.kallsyms]           [k] mpage_process_page_bufs
     0.01%  test     [kernel.kallsyms]           [k] lockref_put_return
     0.01%  test     [kernel.kallsyms]           [k] stop_this_handle
     0.01%  test     [kernel.kallsyms]           [k] folio_alloc_buffers
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004beb3
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000003d720
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004bef3
     0.01%  test     [kernel.kallsyms]           [k] __update_load_avg_se
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000004c72d
     0.01%  test     [kernel.kallsyms]           [k] update_min_vruntime
     0.01%  test     libjpeg.so.8.2.2            [.] 0x000000000003d5e4
     0.01%  test     [kernel.kallsyms]           [k] read_tsc
     0.01%  test     [kernel.kallsyms]           [k] apparmor_file_alloc_security
     0.01%  test     [kernel.kallsyms]           [k] entry_SYSRETQ_unsafe_stack
     0.01%  test     libjpeg.so.8.2.2            [.] 0x00000000000291b6
     0.01%  test     [kernel.kallsyms]           [k] dma_direct_map_sg
